joint1,joint2,joint3,joint4,joint5,joint5,isCollision
-0.128675,2.70833,-0.496416,2.75359,-0.0931476,-2.93459,0
1.44251,-0.820468,0.986571,-2.38836,-0.235728,1.71669,0
-1.80384,2.49601,-1.78331,0.805348,0.981088,-0.512745,0
-0.168442,1.10268,-0.311512,-0.223887,-2.72064,-0.949395,1
2.86777,0.174723,1.70855,1.02506,-2.50377,1.47073,0
1.11623,-2.6931,-1.27275,-3.03607,-2.31831,1.62346,1
-0.302245,-1.83416,1.65801,-0.299449,-1.06588,-2.21342,0
-2.66683,0.586037,0.582302,0.644869,-2.14485,-1.66567,0
0.965651,-0.517846,-2.24504,0.979049,-0.78186,-0.827025,1
-2.16865,0.806919,-2.82151,-3.01028,0.252812,0.537997,0
1.68365,2.97386,1.97126,-3.00964,-0.347823,1.186,1
2.21689,3.03172,-1.12616,2.84504,-1.79687,-2.76992,1
-1.84567,1.61446,1.75691,-1.29107,1.14133,-1.34204,1
-0.695649,1.65781,-2.42948,3.01296,-2.40658,-2.41801,1
0.298371,-2.71437,1.77794,-1.79875,-1.92231,0.66312,1
1.75577,-2.94052,-2.82275,1.13575,2.57517,1.22478,0
-0.570946,1.72469,-1.17854,1.78295,2.59114,-2.14564,1
-1.50105,2.3562,-2.58562,2.64529,0.865759,2.99991,1
1.16115,-1.68268,-0.45939,2.12159,-1.52332,-0.0132446,1
2.34931,-1.53714,0.389536,-3.06401,-1.08376,-0.755879,0
-2.9852,-2.54705,1.70723,2.6687,0.252442,2.66228,0
-2.71447,-0.518005,1.55961,-0.409907,1.59594,-1.36716,1
-1.57722,-2.16971,1.32374,0.113954,-2.72015,-2.87852,0
1.90569,-0.341058,2.92362,3.05187,1.40609,0.64945,0
1.14323,-2.07098,2.17702,-2.24264,1.76038,0.85245,1
-3.13054,-2.65286,-0.277879,1.85681,1.54426,2.85667,0
1.84312,-0.0807797,-1.5789,-0.947724,0.277523,2.35375,0
0.300076,-2.50818,1.04854,2.75397,0.807265,-1.34121,0
2.62355,0.637993,-2.69838,-1.35261,-2.35799,-2.88697,0
2.20196,-1.77708,1.84616,2.71677,2.66554,-1.47987,0
-2.4777,-2.68092,1.31255,1.46148,-2.20822,1.28335,1
0.0788085,-1.84568,1.97905,2.23593,-0.223793,2.80429,1
-0.471704,-0.973001,0.514005,-1.48978,-0.418454,2.42903,0
-3.1347,0.474142,-1.79366,-2.93484,2.44478,1.83425,0
-1.467,-0.966043,0.596322,-0.711699,2.64587,0.590981,0
-1.39764,2.45673,-2.54858,1.0845,2.8484,-1.80845,1
-1.51855,2.77404,2.69,-2.10025,2.02051,0.689122,1
-0.996249,-0.572405,-1.85607,0.0365206,-2.48321,-2.60123,0
-2.83805,-2.61588,-1.71475,-2.34107,-2.15055,2.15028,0
1.3162,-2.07353,3.01567,-0.087816,-1.70293,2.73726,0
0.613185,2.5777,-0.324031,0.145112,3.06717,0.257158,1
-2.61067,1.34062,0.557251,1.85334,2.85113,-2.5071,0
-2.85893,-0.410788,2.28539,-0.179564,0.471062,-0.127589,1
0.258687,1.98852,-1.98457,-1.0758,1.36376,-2.16788,1
3.13481,-2.75382,2.5291,2.27401,-1.16635,-1.57896,1
-2.42131,-1.54466,-0.847725,3.11391,1.54007,2.37965,0
1.638,2.43965,-0.794187,1.77689,2.09088,-2.97355,0
-0.6619,-1.35114,0.110697,2.40049,0.486418,1.41484,1
1.15746,1.45883,-1.81912,0.108132,-2.71556,1.32933,0
0.788493,-0.397667,0.25334,2.82818,0.519329,-0.256947,1
0.48921,-2.25049,-3.12239,-1.75202,0.190181,1.0925,0
-2.35132,-1.53131,0.0881135,1.85245,2.86086,2.70538,1
-1.83038,0.0814662,0.0644317,1.17235,0.393865,2.98434,1
-0.132351,2.71024,-1.85181,-1.62492,0.226483,-2.74743,1
-0.941944,-1.71809,0.0883906,-0.00237971,1.69499,-0.163773,0
0.244234,-0.477106,-2.63494,-2.81957,1.38373,0.154628,0
-2.82014,1.223,1.51533,1.59875,1.77223,-1.92196,1
-2.53692,-0.685031,2.78487,1.66398,0.316442,1.77093,1
-1.14286,1.8367,2.45104,-1.10826,2.39882,-2.0663,1
1.70696,1.15153,-0.866317,2.41648,-1.78978,2.32621,0
1.64377,0.106933,1.32305,-1.06683,0.733339,-1.94022,0
2.0894,0.274744,-2.44461,0.148809,-0.303588,-1.43758,0
0.536437,-2.3936,-1.95609,-3.09868,1.55321,2.70989,0
1.2555,1.07888,-1.99751,1.83706,0.395689,-0.0538851,0
-2.60779,1.83413,0.451605,2.93824,0.690346,-2.10956,1
1.20876,-2.99436,-2.27253,0.0371293,-2.57605,-0.0835167,0
-2.76576,1.95226,-0.896035,-1.86319,-0.338628,0.167957,1
-2.44831,0.515497,1.76215,0.839659,-2.92225,-2.32594,0
0.147243,1.37542,-1.07184,-0.238775,-2.51021,2.39441,1
2.34881,3.08093,-0.795502,-1.64503,-1.27282,-0.622587,1
1.43363,-0.578539,1.3372,-2.39972,0.182871,-2.23891,0
-1.44376,-2.25507,-1.4115,1.06277,0.371528,2.80463,0
-2.31961,-0.32333,-2.62661,2.50203,1.03833,2.71475,0
-2.59723,-2.74974,2.047,0.599911,1.31483,0.0900616,0
-2.10485,-1.03597,-2.90527,-3.00762,2.92122,-0.711715,0
-2.67804,-0.902347,-0.730389,1.30677,2.66384,-2.44337,1
1.6455,2.42436,-3.03022,-0.0698417,-1.0926,2.53571,1
-2.74565,0.294667,1.59382,-2.24533,0.604601,1.97297,1
-0.961559,3.00484,-2.74359,-0.10215,2.82817,1.4273,0
2.10185,-0.483074,0.36339,2.50493,2.1656,-1.27993,1
-1.10695,2.68682,2.70418,-1.48339,-1.88496,1.86303,1
-2.66378,1.56215,1.64882,-0.159913,-0.556285,1.51782,1
1.93815,-0.241242,2.72949,2.04014,1.91873,0.583939,1
1.94522,-1.83296,-1.57419,-2.19843,-1.89082,1.04095,1
1.5972,3.10845,1.42393,-1.09906,2.37048,-1.55635,1
2.84264,-2.1144,-2.7771,1.09928,1.54133,-0.739742,1
0.775904,-2.97856,-2.71329,-1.3188,2.14876,0.726096,0
1.82387,3.08106,-0.575384,1.96843,-0.116568,-1.39798,1
-0.0930141,2.28765,0.419948,-2.66795,0.0646023,1.79031,1
-1.00942,-2.98441,0.353499,-1.08423,0.822799,-0.0669943,0
-3.06059,-1.60782,0.174118,1.42815,0.333504,-1.46409,0
-1.33491,-1.6082,-2.9371,2.70629,-1.76289,2.17582,1
2.30123,-0.934008,0.694241,2.15611,0.110147,2.66075,1
2.84458,1.46438,0.782921,1.49202,1.95559,-2.06392,0
1.90581,2.05725,-0.0521255,2.99718,-1.88094,0.988771,1
2.0813,0.133994,-0.396223,0.801742,-2.88616,-2.42609,1
-1.38348,-2.0692,-1.04079,0.152476,2.44121,0.844188,1
-0.143197,1.26594,-2.66332,-2.94967,1.65946,-1.00378,0
0.499549,2.58979,1.59996,2.86991,-0.0701815,2.8286,1
-0.973733,-1.91581,-1.53566,1.79742,-2.17167,1.02208,0
2.81786,2.47827,0.495493,2.77371,-2.71665,-2.53914,0
2.40554,-0.00300381,0.834275,0.979787,-0.853197,0.0657974,1
0.603113,1.92154,0.083972,0.363371,-2.24496,0.368163,0
-2.24268,0.94235,-1.3996,-2.64628,0.0333998,2.48863,1
-1.22926,0.989694,-1.84299,-2.95422,-0.950264,-0.89838,1
0.83262,0.324554,-2.24924,-2.84897,0.178888,0.308903,0
-2.85328,0.30663,-0.242274,-0.28086,1.42883,1.60935,0
0.325244,0.839029,-1.46077,-0.0922143,-2.13945,-1.00227,0
-1.51287,2.10752,-0.357153,-0.191927,2.80366,-0.343709,0
2.39492,2.21012,1.59643,-0.0651393,-2.41954,2.29133,0
-0.185442,0.788355,-0.449634,0.724245,-0.972391,2.56321,1
-1.83771,2.09613,-0.75127,1.67862,0.276737,-0.258801,0
-0.389732,-0.618916,0.550068,-2.61324,-1.23282,-1.37215,1
1.77487,-0.391392,0.0135534,1.09777,1.74331,-0.234749,0
0.614785,-2.15603,1.36542,-1.21699,2.07362,-2.8333,0
1.12751,-2.86739,-2.23692,-1.66953,-1.44416,-2.12415,0
-3.09296,2.0976,0.984083,-2.45724,-0.0352773,2.15864,1
-1.18662,0.281235,0.912113,-2.31592,-1.00198,-0.95396,1
2.1559,-1.80379,-2.25029,2.33818,-1.62087,-2.03722,0
3.01784,-2.57769,-0.646209,-1.08693,2.50763,1.32981,1
-3.00433,-2.62098,-1.34048,-2.02322,2.28674,0.233418,0
2.81199,2.97002,2.72681,-1.91795,1.6031,2.2376,0
2.95422,-2.40956,1.42731,0.653661,0.792836,-1.02121,0
-1.19376,-0.27053,-1.55379,1.96903,-0.932743,-1.77373,0
-1.32115,1.91575,-3.11447,0.099631,-1.29153,1.32308,1
-1.76556,0.929294,-2.97367,0.173102,-1.97193,-0.112605,1
-1.0331,-2.51647,-2.7217,2.21474,2.63936,2.80409,1
-2.34203,1.03429,0.288304,-1.18486,-0.0413592,1.1425,1
0.967294,1.68597,-1.36388,-1.26059,-0.458064,0.759458,1
-2.89191,2.043,-1.48881,1.69114,1.30114,-1.54362,1
2.04475,-1.64757,0.878486,-0.110343,-2.15446,1.14974,1
2.5273,-1.15024,-1.87254,2.59504,-0.114938,-2.41315,0
-2.79804,-0.327583,1.58609,0.994852,-0.446842,1.98579,0
1.2665,1.08,3.08405,-2.17493,1.68515,-0.248486,0
3.11842,1.51267,2.3501,1.8502,2.2973,-0.8213,1
1.29573,2.94793,1.92357,2.43423,2.12833,1.26645,1
1.24203,-0.918457,-2.99789,-2.21983,-1.40209,2.95918,1
-0.228947,-2.98735,2.63789,0.310261,-0.705277,-1.72252,1
-2.16352,0.366863,-0.561107,2.93445,-1.45302,-0.633992,1
0.748367,-0.74123,-3.11664,-1.36299,0.540118,0.586744,1
1.84914,-1.14486,-2.68859,0.229776,-1.52518,-2.37732,1
2.69169,2.85405,0.129087,-2.48367,-0.922171,0.84118,0
2.89157,-2.54892,-1.01793,1.3708,-2.20317,2.28241,0
2.96405,-1.55007,-0.228921,2.79586,-2.31118,-1.07439,1
0.761351,-0.624257,0.182762,-2.18753,2.36055,2.54043,0
2.14063,-0.322258,1.1177,-2.95679,2.18561,-0.347058,0
-2.70384,0.867588,-2.3114,2.9742,1.12837,-1.41676,0
0.368254,-2.99225,-0.119637,-3.02317,0.681448,2.48227,1
-0.470138,-2.22317,-1.16812,-2.53308,-1.3948,-1.38478,0
1.01893,-1.34135,2.91969,-0.0730548,0.476715,-0.331115,0
-1.17,2.98838,1.49751,2.90075,0.587483,-1.15652,1
3.06389,-1.44107,0.664016,-2.03182,0.23085,-1.70057,0
1.71203,0.713201,-2.72664,0.173434,-2.55827,0.174238,0
-2.23313,-0.224717,0.218351,2.89125,-0.143671,-0.294796,0
-3.07866,-0.239802,0.695008,0.636392,-0.663242,-1.54056,1
-0.578213,2.92356,-0.882407,1.8347,0.832754,-2.28494,0
-1.99142,-1.42559,-0.508746,2.84554,-1.5252,-0.573366,0
1.25786,1.89671,1.79748,0.777238,0.545722,1.03303,0
-2.21205,-2.30098,-2.83011,2.89874,-1.82072,-2.65709,1
-0.0746388,0.173175,3.00981,1.42742,2.75415,-2.28938,1
0.893152,1.34139,1.85399,-1.32876,-0.796898,-1.71819,1
-2.88628,-2.22836,3.04602,3.08164,-1.05526,-2.79858,1
-0.353336,0.767091,2.71775,1.44145,0.227747,-0.349622,1
3.12944,0.30449,-0.152363,0.27907,-1.02847,1.73345,1
-2.41772,-2.62492,-3.01938,-0.512216,1.66559,-0.664752,0
-0.941367,-2.15651,-0.323992,-0.98364,-1.3134,0.875383,1
-1.85519,2.84775,-2.03486,-1.71766,0.00738495,0.786412,0
-1.57204,2.34603,-0.520285,-2.45632,-0.202531,2.73821,0
-0.0333795,2.81995,0.674531,-1.86173,-1.27122,1.62971,0
-1.93309,-2.56172,-0.425396,3.0722,1.54439,-0.264564,0
0.988067,-1.62991,2.89336,-1.68456,0.790932,1.00741,0
-2.25124,-2.646,-0.761987,-3.11716,-1.11508,-2.8574,1
3.00658,2.5178,-0.845739,-2.25149,0.718748,1.44462,0
-1.3913,0.0719917,3.09446,1.60714,-1.29948,-0.407003,0
0.5898,1.47861,1.57152,1.30983,-0.978295,-1.25059,1
2.26996,0.41647,-2.93227,-1.97213,-2.58758,-2.81782,1
-1.52174,-1.5844,0.826514,2.91299,1.14039,1.72907,1
0.534872,0.9277,0.582561,0.88866,2.40742,-3.06476,0
-0.979619,-1.26889,1.95779,0.870312,2.27476,-2.00166,0
-1.64557,1.34441,2.82713,-2.83461,2.10323,0.843009,0
-2.3608,1.95054,2.2786,1.78777,1.63282,-1.86766,1
-2.68407,0.791528,-2.7529,-2.8988,2.89406,-3.09,1
-0.528588,-0.759461,2.14227,2.37483,1.82919,1.96774,1
-0.500757,0.452637,1.97761,2.90746,-2.16904,2.84632,0
-2.99048,-0.449892,2.46319,0.72227,-0.101872,1.0639,1
-2.56527,0.986112,2.79669,0.597649,0.504728,-1.88072,0
0.233407,-2.52507,1.99234,-2.06554,1.23155,3.11229,1
-2.98062,2.20652,1.69564,0.906177,1.65543,-1.38541,0
-2.48026,-2.67698,2.89224,-1.19764,-1.16123,-1.87817,0
2.00396,2.53821,-2.82861,1.0087,-1.42067,-2.2844,1
-1.2618,-1.94647,2.40209,-2.09543,-2.45362,0.225229,1
0.272567,2.10991,-1.4625,-2.89093,2.25493,2.40934,0
0.602597,0.132112,-0.839467,2.13228,0.660287,-2.13191,1
-1.90292,-2.63987,-0.216688,1.70431,2.1178,-3.11115,0
-0.124334,-1.82941,-0.215017,-1.25368,-1.69669,-1.19045,1
1.09337,-0.815624,-0.213163,-1.6984,1.39368,-2.89253,0
2.41421,-1.85339,2.9831,1.75809,1.37286,-2.5279,0
-0.592494,0.0217534,-2.97793,0.327598,3.13002,-2.52803,1
-0.88353,0.130459,2.64757,2.44929,-2.64639,-2.80042,1
2.42753,-1.74009,-2.31994,2.20429,-1.02115,0.382375,1
-1.40361,2.41386,-2.36029,-2.47443,-2.31833,2.88837,1
1.51155,1.29844,0.662769,1.86217,-0.631223,2.26115,1
-1.60658,3.13531,1.59903,1.18861,-2.80504,1.49364,1
0.126528,1.44428,2.51675,-2.9218,-1.53529,-2.20372,1
1.48088,-2.02369,1.46249,2.1959,-0.278114,2.64615,1
-0.13664,2.5999,0.185602,-1.32807,-0.991048,-2.11211,0
0.902713,1.9453,-1.28383,2.50822,1.60372,2.55611,0
-0.456216,0.894256,-1.64532,0.928136,-0.260254,-2.99827,1
1.15954,-1.29416,-1.66766,-2.91156,-1.25088,-2.91016,0
-2.07803,-2.63148,-2.53759,-1.58566,-1.20904,0.0947886,0
-0.148564,0.510436,-2.85526,0.167804,-1.5322,-0.635488,0
-2.3584,-0.987059,2.42315,2.12047,-2.68852,-1.44605,1
2.9936,0.471523,0.113999,0.905495,2.60787,-1.4345,0
-2.50889,-1.37497,1.17709,0.51024,0.0702725,-2.4433,0
-0.180813,-2.14734,3.00138,-2.80949,0.157355,-2.4014,1
1.45829,0.940937,-0.93569,-0.848951,-1.09903,-0.96025,1
-2.42846,-0.325269,1.15272,-1.27323,-1.25428,1.34778,0
0.925545,-1.81318,1.00572,-1.829,-1.32384,-1.53807,0
-0.399119,0.791871,2.68421,-1.30592,-2.66987,-0.988243,0
-2.86511,-0.534353,-2.33013,2.01205,-3.12407,2.51449,1
0.176796,2.5851,-1.1741,2.81375,-2.29143,2.84701,1
0.624854,-2.18076,-0.91062,-2.6218,1.1347,0.190291,0
-1.36614,0.321236,1.60624,1.23988,-0.789074,2.29509,0
-0.858344,-1.61637,-1.23406,1.37814,0.368415,2.6007,1
1.14369,0.655267,0.315911,-0.702537,3.11117,0.535512,1
-0.760858,-2.14192,-0.94581,2.14228,1.17435,1.16212,0
1.53782,-1.42272,-3.03246,-2.65345,-0.475557,0.652403,0
1.78648,1.42537,2.84531,-1.31636,2.91873,-0.444484,1
2.74902,1.2225,1.58508,0.147009,-3.01965,1.64377,1
-1.16545,1.42736,-1.85336,-2.70478,3.13229,-3.06573,1
3.12419,2.42859,2.91885,-1.06673,-1.51669,-0.0594526,1
0.979783,-0.0609311,-0.384487,-0.31494,-2.20963,-0.498508,1
1.80414,-0.0734041,3.09292,-1.17395,3.02702,0.306669,0
2.31077,-2.39889,2.20572,-2.8973,-0.524737,1.66252,1
0.282131,1.54398,-1.17128,0.9257,-0.298063,1.70271,0
-1.33597,2.91771,0.570563,1.42877,0.408624,2.19587,1
3.0646,-2.8903,2.04403,2.89215,0.39547,1.11284,1
2.35043,-3.07269,0.760146,1.96418,-0.559067,0.935988,0
1.95439,2.2617,-0.6424,1.1871,0.00495551,-2.95617,1
-2.20567,2.52468,-0.582551,1.69089,-2.61463,1.5093,1
1.27276,0.555555,0.73152,0.197696,-3.04992,-0.914472,1
-2.08982,0.574375,-1.47946,-1.41383,-1.73483,-0.81802,0
-2.05628,1.88139,0.380212,0.391041,0.391841,0.930911,1
1.53837,2.65141,0.14967,-1.43368,1.7619,0.602355,0
0.216596,2.14872,2.66342,-1.807,2.60793,2.6646,0
-1.02975,0.885394,-1.11107,2.92492,1.82212,1.16969,0
2.33154,1.29424,-1.80113,-0.495176,-3.06853,-1.63902,1
1.88296,0.611844,-2.17851,-2.5622,-1.35102,1.32286,1
-2.14507,-0.651773,-2.39243,-2.57557,1.05919,-0.77551,0
-0.0931661,0.0195585,1.96417,2.26739,-1.22287,-0.196291,0
2.30784,-0.093869,1.16647,-1.31186,-2.04636,-0.971301,0
2.38763,-0.690479,0.809178,-0.890678,2.71279,1.71701,0
0.602084,-0.797471,-1.83198,1.28938,-2.61675,1.41024,0
-2.76005,-1.67941,-1.3855,-1.19714,2.95706,-1.79133,1
1.42981,-1.878,-2.6509,-1.63815,2.36452,1.88812,0
2.24039,-1.22953,0.404471,-0.860078,0.133231,-2.85298,1
-1.55938,-1.27091,-0.612878,2.96782,-2.97378,2.17127,0
2.185,-2.69958,-0.922714,-1.89514,-2.57736,0.578888,0
2.12799,-1.99581,-2.83668,2.24251,-2.0361,1.30431,0
2.68082,2.75873,-3.10645,-1.99799,0.149805,-3.08726,1
-2.41572,-2.89548,-2.45972,-1.67239,1.97851,2.15458,1
-1.55256,-1.04628,0.747056,-1.36202,1.62289,1.33647,1
2.58317,-2.51927,2.79218,2.36989,-0.248071,-2.8442,1
-0.168912,2.44346,1.85741,2.57547,-1.25669,0.629887,0
-2.51284,2.33466,1.99027,1.23298,-0.756421,-1.16239,0
-1.21075,-2.66816,0.918005,1.65189,2.81957,-1.95657,0
-0.23761,-1.66303,0.27892,-2.78697,1.82685,-1.81505,1
1.20407,-0.421347,-1.10116,-0.0957391,2.6873,2.04095,0
2.31911,1.59023,-0.334681,-1.77601,2.74454,1.46346,0
3.0168,-0.0205501,2.38754,2.42922,2.44708,1.8747,1
-1.85809,2.444,1.51541,-2.59905,0.349582,-2.78746,1
2.98669,2.66939,-0.194924,-0.528982,-2.09737,-2.10954,0
-1.08847,-1.39085,-2.19937,1.3789,1.22982,-0.676128,0
2.51861,1.96623,-2.59466,-1.16383,1.36494,-1.94833,0
0.435224,2.44365,-1.14886,-0.958988,-0.0939107,2.21231,1
0.639445,-1.1756,2.34016,-1.85628,-1.87192,-2.65393,0
-0.890427,-2.93485,0.211176,-1.70419,-0.241055,1.71479,0
-0.890446,2.42655,0.535973,-0.269389,-0.874392,1.65341,0
1.47272,-2.61886,-1.21295,-2.738,-2.37392,2.31515,0
-2.25785,-1.2154,1.53146,2.60999,1.17986,3.11212,1
2.19032,0.0631787,1.5254,-0.565871,-1.35447,1.53613,0
0.276235,-2.9672,-0.592618,-2.31212,1.14453,3.08497,0
-1.78016,2.08917,0.261995,-0.982956,2.82251,0.894342,0
1.15273,-1.96295,2.52074,3.032,-2.73877,1.27587,0
0.351459,-0.907018,-2.82041,2.35315,-2.76731,-2.58782,0
1.77768,-0.4362,2.36402,-2.77355,0.273774,1.38418,1
-2.41023,0.485234,-1.41489,-0.031858,-2.59275,-0.682654,0
-0.729705,-0.459746,-0.295957,1.50296,-0.360417,-0.0166343,1
-1.63269,1.62947,3.13072,1.94049,-0.756702,-1.9592,1
-2.00842,2.09138,1.47536,-0.088776,-2.45958,0.684287,1
-2.01399,-2.74408,-0.504851,2.05448,-1.82678,-2.90963,0
-2.84553,1.96701,2.07921,3.07477,-1.84786,-2.84772,0
-0.530905,-1.52423,2.96911,3.086,-1.61239,2.80261,1
0.967362,-1.77832,-2.98108,2.05883,0.398748,-3.04775,1
3.01533,1.51886,1.0015,1.71875,0.695542,-1.76358,1
-0.929935,2.58127,-1.89288,2.87478,-0.775835,-2.92244,1
3.08975,-0.231458,-0.415226,1.20547,-0.675655,-0.73949,1
-2.35212,2.2312,-1.63887,0.573961,2.69353,0.798853,0
-1.52444,-2.09191,0.0973801,-2.13777,3.07587,-2.05407,1
0.483394,-2.22742,2.36801,-0.780888,-2.01616,2.48249,0
-0.885059,-2.75552,-1.85649,2.06313,-2.53229,-0.603508,1
-0.930773,-1.8345,-1.94036,2.95523,0.412183,-2.94988,0
-0.197708,0.487861,-0.546558,-1.40475,-0.599707,-3.00628,0
-2.7034,-2.11197,-1.53449,2.19278,0.237142,0.537628,0
-0.599532,0.473907,2.96665,0.0584534,2.55687,-1.20214,0
-1.61197,-2.57302,1.8039,2.83618,1.36721,-2.26877,1
1.34597,-1.68464,0.489523,1.26202,1.18129,1.96381,1
-0.313796,-0.491422,-2.82031,-2.2006,-0.694152,-0.419844,0
2.21286,3.08326,-0.294947,-2.18985,2.96972,-2.64309,1
-2.73386,0.576334,2.68729,1.3351,-2.24259,1.51977,1
1.27309,1.23178,-2.67367,1.79662,1.40423,0.208185,1
2.09535,-3.08781,-2.36389,-3.08341,1.14545,0.279236,0
2.60022,-1.9676,1.13323,0.183469,-3.01147,-1.18117,1
3.07749,1.60677,0.725591,0.326755,-2.47623,-2.99273,0
2.34304,2.51096,1.17009,0.942382,-0.764858,2.69547,1
1.29714,1.38843,2.00972,-2.04343,-0.017872,-0.813864,1
1.91845,1.15008,-1.78346,-0.813485,-2.65356,-1.93877,1
-1.31568,0.777978,1.75109,0.668954,-2.88338,0.539035,0
-1.33945,2.02927,3.06849,1.60461,-2.28011,1.1336,1
-2.12095,-2.56915,-0.337756,-1.33871,0.400707,0.501369,1
-0.849973,2.36039,3.02986,-1.41027,-1.59911,2.66757,0
0.540756,1.75177,2.22316,1.05908,-2.20277,-2.44694,1
2.32936,0.407971,-1.04776,-2.52786,0.587786,-2.75301,1
-2.72856,2.46195,-2.74517,-2.92531,-0.546508,0.644027,0
0.531282,-1.26797,2.38321,-0.909554,-3.08519,2.42531,1
-1.83156,0.15109,-1.10433,2.46507,1.6751,-2.88324,0
-0.53522,2.25702,-0.189819,-0.538838,1.40168,1.49198,1
1.65264,-1.02647,0.274588,0.288431,0.386217,0.769658,0
-0.454081,1.27581,0.445907,0.989264,-1.9496,0.499278,0
2.01439,-0.109393,-2.33506,-0.697168,-1.08751,-1.43079,1
1.45647,2.87376,-0.164489,2.70948,2.28673,0.73219,0
1.10265,-0.208598,2.70509,2.94246,-0.787439,-2.88533,1
-2.06851,-1.00686,-3.0799,-1.35027,-1.03687,0.9882,0
-0.677636,-2.52277,-2.09867,2.36884,-2.40055,3.13385,1
1.47317,0.837565,0.834767,1.79502,-0.114738,0.438224,0
2.675,-0.55073,-1.44762,-0.323019,0.60439,-0.861913,1
1.50637,-2.68041,2.97547,-0.682687,-2.76884,-0.945125,0
2.92485,3.13336,2.45189,-1.58458,2.20896,-0.722917,1
-2.69661,-2.9739,-0.992001,1.25052,-2.50929,1.75903,0
2.45383,1.54237,-2.26672,-1.95885,1.83434,0.997101,1
-0.240036,2.7196,-0.376036,2.66139,-2.57921,-1.46872,1
0.521512,1.82312,2.32968,-2.17191,-0.986377,1.49035,0
3.06502,-0.404736,-0.196613,-1.80148,2.0566,1.22192,0
-0.144682,1.11845,2.74859,2.99825,-2.03552,-0.693499,0
2.5248,1.80594,1.40741,-0.656898,-3.05346,-1.4128,1
-0.152847,-1.37322,-1.56789,1.83156,-2.16978,1.52309,1
-1.7192,-0.749518,-3.12552,0.612964,-0.150127,0.978161,0
2.86488,0.116729,-1.42896,0.50569,-0.0263154,2.96659,1
0.457391,2.63286,0.0836483,-1.59839,1.78019,-1.19689,0
0.444507,1.18896,0.129747,-1.95945,-0.616586,1.63878,0
-1.02703,1.41768,-0.630395,1.27111,-2.5309,-0.210537,0
0.910449,0.391022,2.57886,1.25864,-2.54336,-2.44696,1
2.06119,1.44682,0.472495,1.68022,-2.10218,-0.0414923,1
-0.814799,-0.839787,-1.75662,-1.05172,-0.339323,0.497456,1
1.65016,-1.07257,0.605,-1.41091,-2.85902,-0.00715811,0
0.813031,1.77352,0.449354,-0.376356,-2.6101,-2.25568,0
1.80877,2.00716,-1.93695,-1.39345,-2.70681,1.44995,0
0.495116,0.928202,0.383944,0.0469651,1.79394,-2.79608,1
0.295868,-1.26847,-1.8671,-2.52432,2.76004,-1.75016,0
-1.03049,-2.928,-2.0722,-0.51267,-1.27575,0.577033,0
-1.30987,-2.59077,-0.775237,1.22205,0.00334495,2.56117,0
-2.04023,-1.13203,-0.294727,-3.11652,1.32448,-0.0239755,1
0.742245,2.44537,2.65388,-1.08095,-0.507193,0.62433,0
2.1222,2.40823,-1.15527,1.05874,0.0380226,2.25269,0
0.333159,-2.79489,-0.829059,0.245501,2.87877,-0.435292,1
1.58698,1.43793,-0.952826,-2.83573,0.520007,0.985112,0
-1.05206,-2.36966,1.1906,0.920513,-0.196727,-2.47243,1
-0.361769,-0.704639,2.32987,-1.64038,2.62233,2.79011,0
-0.205731,-0.344516,0.175446,-2.74827,-2.34266,1.06407,0
-0.821095,1.79545,2.84761,2.64694,-1.50605,1.69488,0
-0.226919,0.852371,-1.74054,-1.12668,-2.1449,1.25605,1
0.711741,-0.247813,-1.02903,-2.28156,0.0286686,2.22925,0
-3.04377,-2.14267,-0.960527,-0.414311,-1.99198,-2.03166,0
0.507372,2.43133,-2.56836,-2.64893,-1.65315,-1.33265,0
-2.04651,-1.11914,-2.39296,-2.8732,-0.501822,2.6587,1
-2.65906,-3.12715,-0.234573,-2.03554,-2.90629,-0.505271,0
-0.826139,-1.21914,-0.384384,-1.29925,1.49359,3.07437,0
-2.78305,1.8375,1.41657,-2.67959,-2.77763,-2.88879,0
0.0229677,-1.56495,0.617605,1.47646,-2.09111,-0.00848223,1
2.49596,0.0406615,-0.128778,0.895838,-0.895458,0.882586,0
2.83379,2.69081,0.284049,2.60665,0.791874,-1.56178,0
0.323385,3.06905,2.35035,-0.744272,-0.480881,0.22598,0
2.86368,-1.05521,-1.73518,0.729905,0.903868,-0.314135,0
-0.0730537,2.03061,0.952205,2.86433,-1.24232,1.82838,0
-0.760148,1.88459,1.01306,2.69153,1.91079,2.84428,0
0.648111,2.03191,-2.97514,0.800217,1.71581,-1.90117,1
2.59421,-2.87977,-2.5929,-0.134291,-1.5942,-1.25112,1
2.62827,-1.97017,2.8046,-2.98815,-2.71569,0.0965332,1
1.48779,-2.373,-2.35329,-2.4679,0.788144,0.198674,0
0.216351,1.32424,0.342018,-1.16194,-0.0556922,-1.20222,1
2.78227,1.52428,0.101002,-2.29295,1.99053,2.24056,0
1.81316,-2.86391,-0.971907,2.463,-1.53996,-0.493087,1
0.553374,0.813148,2.66705,1.56895,-1.96748,-1.56782,1
0.317207,2.08013,-0.656415,1.84196,-0.882184,-2.54136,1
-0.786055,0.925415,-1.02061,-0.640505,-2.16617,2.83358,1
0.53131,-0.120309,2.17076,-2.78647,1.63589,-1.63272,0
-2.44702,-1.16058,-1.76963,3.11028,-1.94609,2.60629,0
